ASIN,CommentsTitle,CommentsStars,CommentsAuthor,CommentsDate,CommentsContent,PurchasemModel_Size,PurchasemModel_Color,页面网址
,"







  
  
    It will break in less than two years
  
",1.0 颗星，最多 5 颗星,Emmanuel,2022年12月28日 在美国审核,"







  
  
    I’ve had this product for less than two years and the A/C already gave me an error. EC 07. I reached to Amazon and sadly they couldn’t help me and referred me to contact Midea. Which I did. Sadly Midea just told me I was out of warranty and to contact a technician to repair it. No compensation for a defective product or anything. Horrible product. Waste of $400 dollars. The worst product I’ve bought on Amazon and I’ve spent a lot and try to support small companies. Most of them are great but Midea the worst. I have a 7 year old A/C from GE and it works smooth. Not a hiccup. What a shame.
  
",尺寸: 8000 BTU样式: 交流电,尺寸: 8000 BTU样式: 交流电,https://www.amazon.com/Midea-Inverter-Conditioner-Flexibility-Installation/product-reviews/B08677DCKN/ref=cm_cr_getr_d_paging_btm_next_10?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=10
,"







  
  
    A Great Unit
  
",5.0 颗星，最多 5 颗星,Tom Dumont,2022年12月27日 在美国审核,"







  
  
    I bought this last in 2022.  After a season of use I love this thing.  It works great and it is very quiet for a window unit.  Very happy with the purchase.
  
",尺寸: 10000 BTU样式: 交流电,尺寸: 10000 BTU样式: 交流电,https://www.amazon.com/Midea-Inverter-Conditioner-Flexibility-Installation/product-reviews/B08677DCKN/ref=cm_cr_getr_d_paging_btm_next_10?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=10
,"







  
  
    IT BROKE AFTER A YEAR AND 5 MONTHS.  ***UPDATE!! THE COMPRESSOR CAMEBACK TO WORK AGAIN BY ITSELF!!
  
",4.0 颗星，最多 5 颗星,"FAB, New York",2022年12月26日 在美国审核,"







  
  
    UPDATE!! THE COMPRESSOR CAME BACK TO WORK BY ITSELF AGAIN!I just disconnected the AC, took it  to another room, mounted it in the window, away from the heater, plugged it into  the wall outlet and the compressor started to work again. It doesn't give me the ""EC07"" compressor defective message anymore.  I have been testing it for 3 weeks now, and it is working fine.!  I think that the problem was that in my bedroom where the AC was before, it was receiving too much heat from the heater that was underneath, and that might have affected the electronic part  of the AC.(December 26, 2022)This MIDEA unit broke down after a year and 5 months.It started giving the ""EC07"" DEFECTIVE MESSAGE., This means the ""COMPRESSOR FAILED, IT BROKE DOWN"".I called customer service, they advise to call the repair company.They said they won't repair it because their warranty only lasts one year.This unit also has problem common with other AC unit: the fan collects mold and heavy dust inside the fan.I called the company and they don't offer any advise on how to clean it; they said you should call a repair service to clean it and you have to pay for it.The company also doesn't recommend to spray water to clean the dust and mold.  And also they don't recommend you to do it yourself.This is how other people clean the other brand of AC that they have.Other people had the same problem, according with the reviews I checked.I am searching for a new AC unit from another brand.
  
",尺寸: 8000 BTU样式: 交流电,尺寸: 8000 BTU样式: 交流电,https://www.amazon.com/Midea-Inverter-Conditioner-Flexibility-Installation/product-reviews/B08677DCKN/ref=cm_cr_getr_d_paging_btm_next_10?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=10
,"







  
  
    DO NOT BUY Stopped working after 6 months
  
",1.0 颗星，最多 5 颗星,Amazon Customer,2022年12月26日 在美国审核,"







  
  
    Only used at night to cool small bedroom and it stopped working after 6 months. Amazon would not stand behind their product. DO NOT BUY!
  
",尺寸: 8000 BTU样式: 交流电,尺寸: 8000 BTU样式: 交流电,https://www.amazon.com/Midea-Inverter-Conditioner-Flexibility-Installation/product-reviews/B08677DCKN/ref=cm_cr_getr_d_paging_btm_next_10?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=10
,"







  
  
    Quiet but mold + not made for long term use
  
",4.0 颗星，最多 5 颗星,Sunny Side Up,2022年12月26日 在美国审核,"







  
  
    I bought my Midea 8000BTU AC in October 2020 and loved it for 1.5 years. Due to allergies and asthma, I run my AC and air purifier in the bedroom nightly. In the last year, my allergy symptoms in the mornings have worsened. I’ve had to clean mold off the swing arm a couple times (see pic). Last week, I shined a flashlight into the unit and saw rust buildup on the metal bars and mold inside the unit. I can’t dismantle the unit to clean inside and Midea doesn’t include a planned maintenance schedule or authorized service places, so I guess Midea doesn’t plan on customers using their AC units long term.  In order to avoid health problems, I’ll  be throwing this Midea AC out and purchasing a unit that’s made to use long-term and designed to be serviced every year.
  
",尺寸: 8000 BTU样式: 交流电,尺寸: 8000 BTU样式: 交流电,https://www.amazon.com/Midea-Inverter-Conditioner-Flexibility-Installation/product-reviews/B08677DCKN/ref=cm_cr_getr_d_paging_btm_next_10?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=10
,"







  
  
    Quite and economical
  
",5.0 颗星，最多 5 颗星,SW,2022年12月25日 在美国审核,"







  
  
    Liked that the window separated the unit keeping the noisiest part outside. Also helps keep the unit more securely in place. Cools the sun facing room quickly and quietly. Easy to use remote control.
  
",尺寸: 8000 BTU样式: 交流电,尺寸: 8000 BTU样式: 交流电,https://www.amazon.com/Midea-Inverter-Conditioner-Flexibility-Installation/product-reviews/B08677DCKN/ref=cm_cr_getr_d_paging_btm_next_10?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=10
,"







  
  
    Pain to install
  
",2.0 颗星，最多 5 颗星,Buddy W,2022年12月24日 在美国审核,"







  
  
    It works well enough, but it was such a pain to install. When I took it out for the winter, it was even worse to deal with. If I can go back, I would definitely get something different, I wasn’t worth the window splitting thing.
  
",尺寸: 12000 BTU样式: 交流电,尺寸: 12000 BTU样式: 交流电,https://www.amazon.com/Midea-Inverter-Conditioner-Flexibility-Installation/product-reviews/B08677DCKN/ref=cm_cr_getr_d_paging_btm_next_10?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=10
,"







  
  
    gets moldy right away
  
",4.0 颗星，最多 5 颗星,Kate lynn blatt,2022年12月19日 在美国审核,"







  
  
    loud and gets moldy after a month, has no drain and remote is garbage
  
",尺寸: 10000 BTU样式: 交流电,尺寸: 10000 BTU样式: 交流电,https://www.amazon.com/Midea-Inverter-Conditioner-Flexibility-Installation/product-reviews/B08677DCKN/ref=cm_cr_getr_d_paging_btm_next_10?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=10
,"







  
  
    Came broken and I returned, it.
  
",1.0 颗星，最多 5 颗星,Michael B.,2022年12月18日 在美国审核,"







  
  
    Came broken and I returned, it. The fins on the back were bent.
  
",尺寸: 8000 BTU样式: 交流电,尺寸: 8000 BTU样式: 交流电,https://www.amazon.com/Midea-Inverter-Conditioner-Flexibility-Installation/product-reviews/B08677DCKN/ref=cm_cr_getr_d_paging_btm_next_10?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=10
,"







  
  
    Like it.
  
",5.0 颗星，最多 5 颗星,Svetlana,2022年12月17日 在美国审核,"







  
  
    Super quiet. Makes cold room very fast
  
",尺寸: 12000 BTU样式: 交流电,尺寸: 12000 BTU样式: 交流电,https://www.amazon.com/Midea-Inverter-Conditioner-Flexibility-Installation/product-reviews/B08677DCKN/ref=cm_cr_getr_d_paging_btm_next_10?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=10
,"







  
  
    Mideast AC
  
",5.0 ,Travis Bowles,"Reviewed in the United States April 13, 2023","







  
  
    This unit works well, I had to drill drain holes in the bottom to let the water drain out, and the unit freezes up after about 3 hours of use on high, but it blows cold air and works for our small space... will be replacing soon I believe, freezing up isn't a good sign on a brand new machine.
  
",Color: WhiteSize: 5000 BTU,Color: WhiteSize: 5000 BTU,https://www.amazon.com/Midea-EasyCool-Conditioner-Fan-Cools-Mechanical/product-reviews/B085797ZFF/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=1
,"







  
  
    Delivered and possibly shipped on its side
  
",3.0 ,QC1,"Reviewed in the United States April 11, 2023","







  
  
    I just received this AC unit. It was delivered on its side. As anything with a compressor this is a no no. I will let it sit in its upright position for 24 hrs. before plugging it in and turning it on. Not doing so risks premature wear and damage to the compressor since the internal lubricant migrated from where it is supposed to be.
  
",Color: WhiteSize: 5000 BTU,Color: WhiteSize: 5000 BTU,https://www.amazon.com/Midea-EasyCool-Conditioner-Fan-Cools-Mechanical/product-reviews/B085797ZFF/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=1
,"







  
  
    heavy! definitely recommend having help to install
  
",5.0 ,Soup,"Reviewed in the United States April 11, 2023","







  
  
    unit itself is great and relatively quiet compared to others I've used. had to carry it up to my 3rd floor walk up and install it by myself, doable but not easy especially if you're of small stature. it's huge and very awkward to carry. mounting part seems like good quality. was able to get a pretty good seal.directions were easy to follow as well, you will need a philips head screwdriver6000 btu unit includes remote (battery included) which is a nice
  
",Color: WhiteSize: 6000 BTU,Color: WhiteSize: 6000 BTU,https://www.amazon.com/Midea-EasyCool-Conditioner-Fan-Cools-Mechanical/product-reviews/B085797ZFF/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=1
,"







  
  
    Not getting cold
  
",1.0 ,Melissa,"Reviewed in the United States April 6, 2023","







  
  
    I just had this unit delivered yesterday and it is not getting cold. It is only running on fan or something. I've reset it followed instructions, but nothing is making it actually get cold. It just seems to blow around room temp air. Very diappointed.
  
",Color: WhiteSize: 5000 BTU,Color: WhiteSize: 5000 BTU,https://www.amazon.com/Midea-EasyCool-Conditioner-Fan-Cools-Mechanical/product-reviews/B085797ZFF/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=1
,"







  
  
    Disappointed in noise level
  
",2.0 ,Kindle Customer,"Reviewed in the United States April 5, 2023","







  
  
    The website stated it is quiet as a refrigerator, it's not andthat was a selling point.  Had I not already paid to have it installed, I would send it back. I was excited about it so disappointed to right a poor review
  
",Color: WhiteSize: 8000 BTU,Color: WhiteSize: 8000 BTU,https://www.amazon.com/Midea-EasyCool-Conditioner-Fan-Cools-Mechanical/product-reviews/B085797ZFF/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=1
,"







  
  
    It’s a window air conditioner so is gonna be a little loud!!!
  
",4.0 ,Jefrre,"Reviewed in the United States April 1, 2023","







  
  
    Its great works fast and efficient. It come with a very simple and great remote and the wire extension is also very good. But it is very heavy ( understandable ) and a little noise ( But better then any other)
  
",Color: WhiteSize: 12000 BTU,Color: WhiteSize: 12000 BTU,https://www.amazon.com/Midea-EasyCool-Conditioner-Fan-Cools-Mechanical/product-reviews/B085797ZFF/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=1
,"







  
  
    Seems to be a good unit so far
  
",5.0 ,Heater,"Reviewed in the United States April 1, 2023","







  
  
    Seems to be a good unit so far, easy to install and cooling as it should. Fairly quiet
  
",Color: WhiteSize: 5000 BTU,Color: WhiteSize: 5000 BTU,https://www.amazon.com/Midea-EasyCool-Conditioner-Fan-Cools-Mechanical/product-reviews/B085797ZFF/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=1
,"







  
  
    Cools a small room quickly
  
",4.0 ,BAM,"Reviewed in the United States March 31, 2023","







  
  
    Needed more air in bedroom, works quickly and cheap!
  
",Color: WhiteSize: 5000 BTU,Color: WhiteSize: 5000 BTU,https://www.amazon.com/Midea-EasyCool-Conditioner-Fan-Cools-Mechanical/product-reviews/B085797ZFF/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=1
,"







  
  
    Very compact,Quiet , perfect Temp control
  
",5.0 ,Glenda d.,"Reviewed in the United States March 29, 2023","







  
  
    Very Quiet unit,Great quality,very energy efficient for my 12x16 Room,easy access to clean filter!
  
",Color: WhiteSize: 6000 BTU,Color: WhiteSize: 6000 BTU,https://www.amazon.com/Midea-EasyCool-Conditioner-Fan-Cools-Mechanical/product-reviews/B085797ZFF/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=1
