商品名,原价,活动价,页面网址,月销量,图片地址,评论时间,评论人,评价内容,追评,追评时间,属性1,属性2,属性3
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNuaWc9uSMnwBUp6fjzF8umzyiuoNwswUfi1ed3XtJMniW19xsrBcP4xqppdHbPzDXpyZcs8oXmtCEL93RA7uT41RS8RcFMKqiW5dSd99tmVziWjvXpKNF3ypFoMPUSfdjGJSsmSAgs9ytUcy8oN8VmpwqB
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",1个月前,一**盼,功率大小：功率不错 房间比较小  一匹的也足够了  安装服务：安装很快速 很负责  制冷 热效果：制热效果很好  ,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",27天前,夏**2,还可以，家里都是买的这款,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNzMsSq7Zh1BkuvUHPDTYVcGLcyZJFatVZWiP4dsdmDtNG4zpzsUq77BdWsQxAhHLmy9dZywJYch1ZSSiGeP98gBH5jcibeduRtGSREEQxnAyvzEqN1KtF14sSp1LQjLVJukLfKfMocv69rFGggQBTAgTu3
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",27天前,l**8,快递真的很快啊，隔天就送达了，安装师傅很热情，安装很快，调试的也很好，制冷速度也快，简直太喜欢了 ,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",1个月前,梁**友,安装服务：能提前预约，按约定时间上门，安装效率高  制冷 热效果：制冷效果好，静，多年来一直支持信任美的。  ,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",1个月前,w**i,空调非常好，家里所有空调都是美的的，用习惯了，售后服务也及时，从送货到安装师傅全程自行搞定，即送即装。非常专业。,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",20天前,r**0,  安装服务：最不幸就是遇上一个梯子不带，螺丝又带不齐，只是安冷气都可把你新屋整幅墙全都弄污的安装师傅。安四枱便把我客厅及房间的所有墙都弄黑，他们以为只用湿布就可擦走，要我再花了很多时间再清洁，根本都不能复修，永久有水渍污迹。美的冷氣安裝師傅真的不太專業！   ,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNzMsSq7Zh1BkuvUHPDTYVcG24tAbk7Ygi98WtBWHPH6vf9FAf8rr8fKq3Ersoajj7vdVkJEfwiTfk9ANT3k2AKouGzUg2La58TJbBUNVv66pym1mprp1ZtuXc7UUxFRVCrKEQSmPdJ7DyqNJJQvshSAKyj
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",1个月前,伊**0,功率大小：效果非常好，价格也很福利，太爱了。 ,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i4/O1CN0184LxNV23khiudwvVD_!!0-tbbala.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i2/O1CN01pjzsgH23khiqe56vi_!!0-rate.jpg_110x10000q90.jpg_.webp",1个月前,黄**艺,好评！次日达送装一体，师傅有礼貌，安装质量高，性价比非常棒。值得推荐身边的朋友买。,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i4/O1CN010YwtbT1rDTbGGw0JZ_!!0-tbbala.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i3/O1CN0188hSN51rDTbJ2dqda_!!0-tbbala.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i4/O1CN01fNWyWR1rDTbDFa41E_!!0-tbbala.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i4/O1CN01fcEGgd1rDTbDFb0Fe_!!0-tbbala.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i1/O1CN016s4GQ51rDTbBmk9KX_!!0-tbbala.jpg_110x10000q90.jpg_.webp",1个月前,当**门,这款空调是我的宝藏好物呀！哈哈！虽然价格高了不少，但早买早享受呀！ ,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",1个月前,s**2,安装服务：提前致电，安装快速 家里家具都是美的🤭🤭 ,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",10天前,y**6,挂机不错，大品牌效果确实不一样，包括安装师傅都很尽心尽责，点赞哈哈 ,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN83923zmuymA7DSsxpeWrtysqZF798LTzgbKKmoy7eyS5N17TYf1QN5nAPdckJ5CoESPfnpkj4s39oW3w2Aj3c2GCk4VWqiVnoi13dx164ZwkwVDretjoWroS
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",11天前,z**n,发送速度快，安装服务也不错，总体感觉很不错👍👍，品牌值得信赖。,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNRCEcxQUMhJAdC9VEaCQmU5SW6Xezpm9rXPaZjrvq5WmK11HGuLcJisTez47i19NcLo2csQtuxdPMM879GzgjQnrMkbien2jWmo6iYWk3Dr54bAsBSknWPc19vHkyHXYQo9GmAtoCdBDhsh4VRJDqzLXEh
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",11天前,一**婆,空调外观好看，来安装师傅很耐心很细心，速度很快，收费也没问题，给个好评,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",1个月前,w**2,安装服务：很好 制冷 热效果：快 ,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNoBjbG9US8JqMY1FdrfomRz1pCqKM7Lo9i9YLVknMMD6LkSHw5J8TrNnehxmPAZyqCX2JZcSD2Pw1qGSv9QqMhi5ESwBfhgtk3GfBb3DR54Fj4jKTsCHXDpWeqtbJ8nopLLSdmScGQwqLaAN5WyRB26hRs
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",12天前,苏**爱,柜机制冷效果要更好一点，颜色也很好看，一级应该也挺省电的，制热启动稍微有点慢,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN83923zmuymAE5KLghjTXoCE7C5fVN6nCniku52Y48xic3ARv7AmE6g7oMNGqaKqDdJ2Z2hJMqvMvcTx1qB9oQ5XkoUjryhfywryQepFcZpBSAMwYQzuiyXhU
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",13天前,l**2,一起买了2个空调，一个风尊一个酷金，不错！现在美的空调越做越好了！ ,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNRCEcxQUMhJAdC9VEaCQmU4AoxQsMwNgfWZHvjuiQbYfTDgom7NfC2TVYdas6HaRskTGaGV7opAYWEkuN9WhUYrywJQwKsJr1jpbnBuCXpBuVvk9o5hCMTczp7PAtAaBkG71uYV4pvdbKzjJoidMDDjVGu
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",13天前,摇**9,功率大小：很合适我的房间  “哈哈” 安装服务：速度很快 制冷 热效果：非常好 ,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNRCEcxQUMhJAdC9VEaCQmU4AoxQsMwNgfWZHvjuiQbYfTDgom7NfC2TVYdas6HaRskTGaGV7opAYWEkuN9WhUYrywJQwKsJr1jpbnBuCXpBuVvk9o5hCMTczp7PAtAaBkG71uYV4pvdbKzjJoidMDDjVGu
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",13天前,摇**9,功率大小：很猛，完全适合我的房间 安装服务：非常快 制冷 热效果：都很好！“哈哈” ,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNoBjbG9US8JqMY1FdrfomRytzcmCf7MjbZdiVMrRHzQyz1P8nPc6oFcViWWuZZgP8G2sPsGnnGTJMhbj6Jf2TYEQ2fiPdAZ6CoYYKf3R49oyP2QJFSZ4ukJJnUVkrFCSs1UZ8FvkdWQhFzdKVR7EHrsy2Z
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",14天前,下**3,安装服务：安装很专业，也给了安装建议。 物流速度很快，空调很漂亮，加热很快。 ,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",16天前,s**6,一次买了三台，是对美的的多大信任！ 还在装修，已经安装好外机了，师傅服务很好！ 师傅提前联系送货，而且送货和安装都在同一天，非常好！  ,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNRCEcxQUMhJAdC9VEaCQmU4U8H2MBhV5iu8mE6AjGzUmjXiTe2waRqG3je1ukxRSUvEtRPfwRXSzJRr1Qo7UZWJ3NngGhx1XRsFJ9eDdeSuMEobNEJBw4UwrN5s2om5s9NPKGHNrPKGT6WX1oyrmHpY4Ch
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",17天前,1**川,挺不错的，性价比高，师傅安装也很仔细，官网购买价格服务全透明，放心 ,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNRCEcxQUMhJAdC9VEaCQmU4Mfj3tSmhuaExwWHFsdUED47cWpxtvBwUE32w5AWLTK4MRLaikC7x3SPuDvWJGuit4aDQJL8yaUEjhhgPxqvwDQu73pXfgzGs3v6jTB4mG9auQntpb95Q4hJUM4hcMjoqBHs
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",19天前,t**宝,空调外观设计好看，感觉高端大气上档次，非常的满意，试了一下效果非常不错,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNRCEcxQUMhJAdC9VEaCQmU4Mfj3tSmhuaExwWHFsdUED47cWpxtvBwUE32w5AWLTK4MRLaikC7x3SPuDvWJGuit4aDQJL8yaUEjhhgPxqvwDQu73pXfgzGs3v6jTB4mG9auQntpb95Q4hJUM4hcMjoqBHs
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",19天前,t**宝,静音效果真不错，设计款式挺喜欢很好看，物美价廉很划算，非常满意,,, 极地白,,
【新一级能效】美的酷金/大1匹变频空调冷暖家用挂机智能官方旗舰,2999,2469,https://detail.tmall.com/item.htm?abbucket=1&id=621252234232&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4388379848869&spm=a1z10.15-b-s.w4011-15096535908.105.286f2aa0IyhHXh,月销 1000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNRCEcxQUMhJAdC9VEaCQmU4i53sy5pjWaZ2DZW4Y16Xvp6j15FPhAxSQBdpQvVegEJF3XhFMvTU4Qs995C1qE1daeutSkdArLqFqA8ZSS2YnrEvcGhv4U4N2Y5A7ixvrGw2QzKffQD8MU1PKUBaKhvRv97
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",19天前,蒋**l,此用户没有填写评价。,10天后追评哈哈东西质量很好，使用方便，功能齐全，买了两台，两个卧室都很不错下次还从这里买,, 极地白,,
